id,o,c,e,a,n
50564358,0.342,0.590,0.302,0.579,0.720
50564459,0.392,0.291,0.525,0.554,0.649
50570324,0.659,0.293,0.579,0.596,0.415
50571047,0.719,0.941,0.630,0.747,0.439
50578096,0.247,0.466,0.447,0.565,0.642
50587114,0.297,0.512,0.562,0.552,0.436
51517262,0.542,0.586,0.381,0.486,0.590
51518017,0.595,0.638,0.660,0.627,0.263
51526616,0.838,0.487,0.486,0.515,0.450
51532765,0.454,0.468,0.425,0.476,0.538
51533511,0.516,0.281,0.469,0.496,0.571
51535397,0.483,0.537,0.481,0.633,0.586
18679467,0.702,0.712,0.398,0.548,0.463
51536547,0.621,0.502,0.598,0.608,0.720
51549451,0.523,0.464,0.415,0.459,0.577
51551720,0.511,0.443,0.466,0.724,0.434
51560113,0.561,0.445,0.371,0.619,0.384
51564922,0.623,0.415,0.520,0.629,0.493
53996754,0.771,0.693,0.567,0.530,0.604
54011144,0.464,0.563,0.540,0.702,0.345
54018902,0.244,0.279,0.395,0.612,0.634
54025747,0.673,0.689,0.581,0.724,0.410
54037230,0.754,0.567,0.525,0.515,0.358
54043630,0.418,0.491,0.425,0.467,0.515
54072695,0.490,0.445,0.442,0.478,0.565
17814635,0.478,0.764,0.596,0.722,0.268
54078807,0.497,0.466,0.339,0.673,0.456
54082293,0.685,0.390,0.527,0.517,0.499
54083315,0.797,0.729,0.650,0.662,0.330
72685710,0.332,0.685,0.481,0.631,0.462
72692207,0.473,0.678,0.567,0.635,0.397
93996494,0.156,0.544,0.672,0.581,0.268
93998005,0.466,0.481,0.444,0.474,0.554
94010543,0.609,0.571,0.611,0.652,0.666
94015906,0.652,0.655,0.505,0.670,0.428
94031821,0.478,0.371,0.464,0.554,0.488
9102092,0.692,0.405,0.542,0.368,0.528
94548048,0.442,0.567,0.501,0.670,0.398
94568228,0.568,0.560,0.292,0.567,0.564
94569164,0.521,0.710,0.606,0.658,0.688
94569532,0.464,0.464,0.557,0.656,0.252
94575635,0.375,0.478,0.434,0.453,0.512
24807616,0.633,0.451,0.564,0.581,0.426
94578169,0.416,0.462,0.447,0.532,0.421
94583129,0.349,0.687,0.655,0.608,0.495
94608074,0.552,0.712,0.481,0.656,0.328
97060336,0.607,0.655,0.442,0.583,0.482
97066168,0.385,0.619,0.466,0.716,0.333
97131715,0.616,0.649,0.540,0.583,0.708
97152257,0.502,0.558,0.780,0.573,0.278
97170019,0.464,0.380,0.371,0.519,0.367
97173422,0.325,0.472,0.422,0.544,0.534
97174186,0.595,0.588,0.704,0.571,0.617
17823630,0.628,0.558,0.510,0.644,0.523
97186157,0.270,0.592,0.393,0.590,0.619
97187340,0.297,0.487,0.388,0.614,0.669
97190495,0.239,0.548,0.608,0.548,0.345
97200092,0.526,0.451,0.400,0.488,0.578
97218252,0.382,0.689,0.679,0.762,0.380
97219515,0.623,0.462,0.429,0.548,0.664
97220329,0.230,0.569,0.525,0.575,0.404
97244635,0.390,0.537,0.432,0.523,0.558
97247507,0.371,0.706,0.547,0.758,0.504
97258833,0.306,0.537,0.547,0.697,0.242
97261425,0.304,0.588,0.317,0.612,0.298
97271294,0.681,0.804,0.549,0.552,0.391
97272576,0.568,0.674,0.554,0.675,0.267
97272752,0.430,0.514,0.466,0.445,0.476
97280424,0.568,0.752,0.447,0.739,0.447
97284667,0.320,0.407,0.358,0.571,0.627
97295283,0.688,0.746,0.633,0.681,0.513
97300966,0.449,0.394,0.454,0.509,0.367
97310846,0.559,0.445,0.378,0.722,0.666
97313569,0.332,0.672,0.444,0.704,0.439
97315431,0.690,0.672,0.535,0.565,0.441
97319539,0.504,0.428,0.554,0.530,0.506
97322725,0.509,0.365,0.601,0.592,0.768
97323715,0.592,0.289,0.491,0.511,0.493
97324177,0.585,0.417,0.586,0.604,0.543
24809012,0.330,0.512,0.562,0.617,0.393
97331977,0.652,0.546,0.552,0.550,0.603
97335563,0.497,0.550,0.667,0.652,0.590
97346825,0.397,0.304,0.564,0.492,0.582
97350244,0.518,0.571,0.726,0.498,0.469
97351417,0.435,0.382,0.601,0.457,0.385
97366377,0.342,0.527,0.407,0.546,0.510
97369856,0.437,0.470,0.427,0.459,0.523
97374601,0.728,0.390,0.535,0.575,0.614
97399797,0.640,0.472,0.572,0.461,0.506
97402792,0.413,0.499,0.432,0.494,0.582
17822644,0.449,0.373,0.540,0.488,0.690
97407372,0.561,0.552,0.606,0.610,0.471
97607130,0.506,0.491,0.410,0.519,0.565
97740839,0.444,0.508,0.432,0.488,0.569
97742868,0.397,0.512,0.447,0.498,0.575
97743746,0.526,0.516,0.601,0.556,0.552
97746729,0.607,0.407,0.488,0.169,0.705
97758325,0.449,0.245,0.273,0.503,0.636
98214519,0.664,0.779,0.520,0.594,0.526
101501193,0.595,0.533,0.332,0.592,0.443
101504521,0.411,0.649,0.363,0.602,0.556
126692913,0.235,0.388,0.456,0.476,0.473
126710787,0.468,0.468,0.425,0.457,0.564
126741491,0.237,0.274,0.371,0.594,0.642
126868023,0.604,0.333,0.493,0.623,0.757
126995054,0.442,0.489,0.417,0.476,0.562
127012541,0.545,0.571,0.576,0.525,0.547
127018117,0.335,0.539,0.501,0.571,0.510
127178017,0.673,0.462,0.510,0.594,0.720
134518589,0.413,0.323,0.549,0.190,0.549
134627129,0.311,0.338,0.405,0.737,0.491
158272314,0.547,0.306,0.420,0.536,0.495
144506572,0.313,0.459,0.258,0.631,0.382
144508084,0.535,0.302,0.395,0.573,0.606
144556500,0.373,0.508,0.366,0.583,0.278
144631425,0.657,0.447,0.662,0.689,0.551
144645668,0.578,0.626,0.564,0.594,0.632
14157134,0.228,0.472,0.268,0.389,0.554
526677493,0.495,0.476,0.643,0.571,0.675
24401279,0.654,0.535,0.513,0.641,0.436
24403452,0.435,0.377,0.383,0.563,0.395
44569726,0.332,0.552,0.491,0.304,0.616
24405149,0.406,0.354,0.256,0.565,0.441
144658548,0.433,0.516,0.547,0.579,0.532
144663771,0.537,0.375,0.461,0.710,0.692
144701884,0.371,0.367,0.336,0.484,0.668
144723379,0.506,0.396,0.400,0.295,0.547
145171509,0.475,0.434,0.503,0.637,0.725
145184040,0.390,0.502,0.532,0.486,0.538
145189980,0.430,0.550,0.290,0.484,0.525
145195467,0.511,0.394,0.503,0.687,0.734
147747164,0.459,0.455,0.356,0.689,0.317
147776954,0.304,0.575,0.417,0.631,0.486
158492595,0.363,0.527,0.603,0.511,0.341
18548738,0.402,0.268,0.552,0.445,0.612
18549865,0.454,0.295,0.317,0.681,0.920
18551124,0.459,0.485,0.398,0.494,0.564
18553324,0.399,0.596,0.562,0.608,0.278
147795672,0.461,0.264,0.344,0.552,0.506
147808148,0.351,0.546,0.403,0.648,0.398
147812313,0.588,0.882,0.652,0.654,0.437
148445222,0.642,0.701,0.623,0.606,0.560
148446128,0.456,0.609,0.581,0.579,0.497
148453694,0.318,0.659,0.530,0.679,0.532
148467321,0.223,0.459,0.481,0.741,0.155
148467833,0.475,0.596,0.591,0.569,0.289
148476555,0.351,0.655,0.665,0.614,0.311
148488037,0.599,0.741,0.559,0.668,0.359
148496087,0.270,0.670,0.420,0.805,0.484
148497957,0.642,0.478,0.488,0.594,0.497
148514203,0.673,0.733,0.569,0.536,0.532
148514778,0.456,0.533,0.633,0.467,0.634
148519842,0.499,0.470,0.434,0.519,0.593
148520691,0.399,0.464,0.420,0.463,0.519
294809172,0.421,0.775,0.591,0.702,0.300
294813324,0.554,0.520,0.454,0.540,0.419
294846486,0.504,0.438,0.476,0.538,0.573
294854135,0.669,0.403,0.383,0.521,0.772
153122953,0.421,0.474,0.407,0.463,0.538
161554085,0.540,0.369,0.339,0.623,0.497
162563093,0.161,0.447,0.305,0.320,0.562
162599159,0.664,0.441,0.474,0.627,0.623
178726318,0.366,0.405,0.376,0.685,0.489
182013328,0.421,0.407,0.478,0.592,0.343
185963016,0.635,0.525,0.491,0.590,0.738
217588324,0.502,0.661,0.662,0.505,0.484
294881327,0.273,0.449,0.314,0.712,0.538
162619624,0.390,0.436,0.559,0.494,0.469
162622594,0.409,0.491,0.425,0.476,0.543
9100832,0.340,0.495,0.452,0.525,0.443
162671556,0.495,0.729,0.613,0.633,0.419
24809948,0.287,0.706,0.537,0.644,0.538
17825932,0.666,0.548,0.532,0.683,0.517
294887561,0.294,0.609,0.429,0.590,0.259
162686169,0.275,0.497,0.136,0.534,0.443
162710102,0.597,0.413,0.429,0.397,0.421
162749920,0.547,0.836,0.745,0.683,0.267
162770758,0.568,0.531,0.650,0.511,0.634
162775226,0.564,0.436,0.581,0.604,0.588
162863955,0.409,0.367,0.324,0.600,0.354
162869667,0.781,0.821,0.782,0.546,0.556
162895251,0.726,0.478,0.623,0.675,0.510
162950623,0.442,0.457,0.527,0.689,0.319
15857462,0.197,0.428,0.344,0.252,0.595
19185333,0.394,0.497,0.532,0.507,0.449
19199157,0.275,0.407,0.385,0.679,0.569
220029534,0.487,0.506,0.456,0.652,0.835
162955687,0.454,0.434,0.613,0.801,0.638
162998586,0.418,0.312,0.356,0.670,0.673
163001025,0.597,0.558,0.613,0.573,0.707
9147512,0.361,0.411,0.620,0.660,0.324
24815332,0.573,0.550,0.613,0.635,0.460
163019078,0.456,0.434,0.442,0.795,0.731
163026092,0.499,0.327,0.354,0.515,0.547
163058205,0.406,0.516,0.454,0.509,0.528
163089333,0.535,0.245,0.518,0.542,0.608
163090431,0.454,0.493,0.415,0.484,0.565
163133737,0.418,0.466,0.429,0.459,0.528
163136908,0.533,0.398,0.515,0.608,0.632
163144222,0.454,0.216,0.478,0.617,0.718
163161218,0.497,0.424,0.469,0.463,0.558
163183890,0.452,0.466,0.410,0.463,0.547
163196038,0.466,0.401,0.447,0.588,0.695
163203962,0.428,0.476,0.437,0.469,0.534
163222187,0.454,0.182,0.141,0.525,0.798
163230667,0.394,0.338,0.510,0.355,0.664
174860999,0.285,0.420,0.143,0.573,0.359
174889139,0.578,0.735,0.638,0.583,0.309
174904516,0.161,0.512,0.317,0.670,0.578
23480093,0.435,0.377,0.510,0.411,0.528
174911757,0.304,0.207,0.405,0.546,0.526
174931941,0.430,0.481,0.437,0.463,0.532
174940279,0.514,0.508,0.403,0.561,0.317
174952474,0.404,0.380,0.488,0.515,0.430
174958347,0.652,0.598,0.601,0.635,0.231
15516195,0.340,0.603,0.481,0.658,0.330
174965007,0.523,0.329,0.439,0.724,0.677
175009537,0.447,0.506,0.549,0.598,0.384
175013138,0.232,0.764,0.332,0.751,0.341
175014376,0.452,0.302,0.471,0.673,0.552
175079121,0.771,0.680,0.501,0.588,0.313
24407244,0.504,0.609,0.425,0.621,0.447
24412047,0.514,0.390,0.483,0.673,0.727
24413452,0.697,0.771,0.579,0.498,0.493
24415675,0.535,0.449,0.598,0.494,0.569
15521300,0.416,0.342,0.332,0.670,0.410
115785073,0.428,0.466,0.432,0.459,0.523
175080430,0.828,0.760,0.596,0.598,0.246
175083017,0.704,0.798,0.667,0.673,0.404
175086230,0.664,0.714,0.620,0.621,0.358
175087260,0.540,0.356,0.603,0.731,0.515
175106550,0.280,0.476,0.547,0.633,0.556
15533496,0.659,0.600,0.523,0.590,0.469
7196312,0.642,0.504,0.579,0.596,0.584
7196462,0.454,0.237,0.077,0.503,0.636
7206432,0.731,0.558,0.584,0.695,0.437
7207032,0.492,0.632,0.527,0.633,0.263
175108929,0.561,0.624,0.535,0.579,0.343
175113947,0.232,0.659,0.611,0.679,0.345
175114748,0.499,0.638,0.557,0.521,0.358
175140657,0.657,0.609,0.645,0.606,0.523
175153195,0.380,0.537,0.503,0.612,0.500
24815916,0.394,0.253,0.498,0.387,0.595
175159406,0.542,0.401,0.368,0.397,0.567
176565308,0.688,0.516,0.415,0.629,0.365
176566242,0.721,0.586,0.535,0.486,0.736
176579587,0.402,0.211,0.373,0.612,0.669
176611682,0.435,0.420,0.606,0.492,0.382
176665898,0.554,0.430,0.501,0.503,0.452
176668123,0.647,0.407,0.652,0.637,0.536
176678433,0.464,0.483,0.425,0.476,0.551
176686379,0.530,0.703,0.442,0.726,0.352
176707536,0.440,0.428,0.682,0.467,0.458
177075927,0.394,0.386,0.398,0.399,0.588
23483324,0.397,0.573,0.381,0.648,0.575
177081090,0.332,0.306,0.395,0.366,0.627
195508676,0.461,0.624,0.584,0.679,0.597
195530319,0.211,0.390,0.204,0.509,0.558
195540633,0.454,0.367,0.594,0.614,0.419
195554894,0.318,0.274,0.403,0.461,0.526
195564343,0.425,0.663,0.598,0.594,0.402
195564709,0.337,0.367,0.400,0.459,0.476
195613638,0.616,0.300,0.324,0.633,0.673
195621057,0.595,0.464,0.530,0.631,0.634
195628239,0.094,0.478,0.559,0.670,0.376
195670007,0.385,0.411,0.395,0.619,0.621
195674804,0.461,0.512,0.432,0.492,0.575
195681878,0.435,0.466,0.432,0.467,0.512
195720254,0.506,0.447,0.537,0.644,0.508
195777968,0.673,0.727,0.557,0.629,0.339
195785338,0.530,0.560,0.466,0.561,0.434
195794286,0.647,0.365,0.483,0.764,0.421
195814649,0.354,0.432,0.618,0.585,0.320
195814782,0.690,0.840,0.608,0.648,0.488
195820656,0.409,0.094,0.344,0.384,0.623
195820818,0.526,0.628,0.258,0.588,0.378
195834665,0.568,0.348,0.491,0.538,0.508
195838004,0.399,0.331,0.483,0.515,0.384
195848512,0.669,0.605,0.630,0.662,0.731
195849631,0.549,0.533,0.510,0.544,0.465
195850342,0.285,0.493,0.361,0.505,0.426
195851893,0.583,0.396,0.449,0.677,0.597
195852232,0.473,0.499,0.444,0.548,0.560
195856536,0.549,0.329,0.454,0.656,0.627
195877797,0.623,0.775,0.559,0.590,0.519
195882850,0.478,0.701,0.598,0.604,0.417
195893980,0.340,0.502,0.234,0.687,0.365
195897346,0.332,0.497,0.356,0.735,0.354
195911896,0.468,0.590,0.452,0.666,0.484
195934431,0.666,0.666,0.630,0.633,0.614
195938803,0.502,0.611,0.667,0.465,0.638
195951795,0.630,0.687,0.613,0.650,0.400
196013643,0.793,0.550,0.601,0.372,0.554
196057009,0.421,0.255,0.471,0.585,0.625
196142659,0.528,0.586,0.476,0.538,0.398
196168350,0.235,0.396,0.361,0.438,0.515
196217497,0.578,0.594,0.341,0.679,0.423
196223678,0.325,0.640,0.459,0.712,0.300
196251283,0.666,0.411,0.601,0.639,0.506
196268381,0.473,0.380,0.381,0.550,0.502
196277177,0.638,0.556,0.770,0.525,0.463
196290712,0.452,0.470,0.434,0.465,0.526
196296685,0.411,0.499,0.429,0.469,0.545
196305388,0.521,0.420,0.620,0.554,0.642
199734642,0.402,0.518,0.449,0.492,0.539
199771301,0.681,0.441,0.503,0.758,0.432
43684020,0.373,0.750,0.547,0.720,0.510
7209642,0.545,0.809,0.589,0.633,0.237
7212132,0.340,0.535,0.488,0.567,0.591
7212222,0.402,0.472,0.429,0.544,0.539
7212562,0.707,0.680,0.466,0.527,0.523
7212882,0.444,0.491,0.437,0.471,0.564
199776328,0.280,0.392,0.640,0.604,0.404
231444167,0.409,0.485,0.442,0.465,0.525
231456006,0.647,0.489,0.483,0.548,0.359
231489904,0.428,0.567,0.290,0.567,0.452
43726324,0.170,0.476,0.579,0.652,0.413
231490540,0.473,0.331,0.672,0.447,0.443
232236933,0.478,0.569,0.429,0.575,0.434
232264562,0.316,0.542,0.471,0.581,0.541
232268199,0.301,0.523,0.283,0.617,0.430
232290840,0.452,0.476,0.439,0.476,0.541
232291091,0.316,0.464,0.425,0.552,0.460
232294292,0.666,0.462,0.398,0.457,0.449
232297398,0.428,0.352,0.581,0.503,0.378
232322996,0.399,0.586,0.481,0.681,0.281
232337706,0.289,0.577,0.385,0.743,0.358
232341897,0.359,0.457,0.400,0.608,0.595
232348338,0.440,0.535,0.576,0.478,0.625
232349888,0.719,0.708,0.616,0.544,0.441
232350989,0.433,0.468,0.481,0.469,0.504
232383098,0.373,0.693,0.635,0.695,0.242
232402605,0.602,0.668,0.848,0.668,0.203
232403459,0.523,0.563,0.559,0.627,0.460
232414166,0.743,0.796,0.618,0.637,0.482
232415856,0.466,0.472,0.469,0.509,0.538
232430517,0.683,0.634,0.449,0.726,0.382
232434387,0.328,0.478,0.354,0.492,0.445
232452374,0.681,0.710,0.589,0.660,0.306
232455661,0.394,0.462,0.508,0.662,0.649
232457513,0.490,0.502,0.809,0.469,0.296
232458269,0.561,0.188,0.405,0.331,0.632
232466063,0.459,0.377,0.474,0.498,0.604
232479640,0.592,0.493,0.344,0.407,0.437
232574324,0.769,0.443,0.307,0.536,0.549
232645064,0.423,0.516,0.459,0.517,0.545
232676888,0.645,0.472,0.388,0.639,0.476
232682267,0.447,0.581,0.584,0.511,0.319
232684632,0.442,0.359,0.594,0.532,0.515
232706326,0.466,0.491,0.429,0.461,0.567
232718841,0.471,0.499,0.429,0.486,0.556
232762581,0.688,0.510,0.569,0.488,0.668
232868736,0.518,0.621,0.603,0.492,0.346
232899218,0.623,0.533,0.613,0.600,0.365
232899332,0.409,0.685,0.603,0.658,0.462
232901524,0.626,0.676,0.682,0.534,0.525
232923829,0.313,0.474,0.488,0.762,0.320
232933179,0.521,0.424,0.611,0.610,0.638
232960163,0.309,0.558,0.437,0.525,0.502
232973014,0.537,0.401,0.327,0.588,0.460
232991693,0.433,0.560,0.518,0.525,0.692
242793187,0.585,0.438,0.564,0.610,0.599
37267983,0.273,0.441,0.442,0.459,0.484
242797777,0.275,0.506,0.491,0.494,0.508
242797971,0.611,0.722,0.620,0.820,0.270
242806118,0.773,0.659,0.606,0.561,0.224
242813383,0.580,0.849,0.662,0.689,0.261
242849963,0.356,0.661,0.645,0.768,0.343
294934494,0.294,0.365,0.508,0.714,0.606
294946984,0.425,0.621,0.530,0.538,0.812
294948034,0.292,0.293,0.366,0.534,0.606
294949330,0.456,0.335,0.603,0.596,0.491
242876057,0.681,0.455,0.481,0.567,0.525
294949355,0.428,0.342,0.503,0.455,0.551
294954606,0.502,0.584,0.361,0.828,0.753
242879615,0.504,0.575,0.381,0.666,0.348
34594689,0.633,0.544,0.334,0.469,0.478
295024698,0.387,0.502,0.606,0.424,0.612
242894622,0.406,0.619,0.532,0.708,0.205
242894936,0.390,0.523,0.677,0.652,0.263
242900160,0.404,0.607,0.616,0.588,0.382
242910763,0.619,0.346,0.474,0.534,0.523
242923569,0.726,0.586,0.469,0.635,0.640
75493,0.502,0.411,0.285,0.546,0.458
242941896,0.456,0.634,0.354,0.594,0.512
242948259,0.430,0.459,0.442,0.459,0.525
242974046,0.313,0.653,0.290,0.619,0.430
242989788,0.449,0.478,0.498,0.687,0.452
242992669,0.127,0.401,0.327,0.503,0.499
243007297,0.328,0.539,0.422,0.691,0.146
37326034,0.669,0.634,0.564,0.455,0.465
243012836,0.180,0.489,0.738,0.693,0.432
244169559,0.540,0.651,0.598,0.592,0.573
244928743,0.852,0.720,0.640,0.588,0.358
244965383,0.576,0.792,0.794,0.660,0.534
244973082,0.328,0.581,0.493,0.608,0.593
404756390,0.578,0.544,0.525,0.633,0.428
245016943,0.630,0.420,0.655,0.478,0.560
245065992,0.533,0.495,0.699,0.530,0.718
245083979,0.261,0.453,0.493,0.542,0.471
245093429,0.456,0.655,0.740,0.691,0.151
245126095,0.561,0.327,0.378,0.619,0.556
245129462,0.480,0.310,0.542,0.434,0.402
246364399,0.654,0.769,0.515,0.807,0.319
246369635,0.275,0.253,0.432,0.639,0.571
246397090,0.437,0.554,0.608,0.455,0.428
248108296,0.530,0.361,0.447,0.540,0.513
248133493,0.502,0.445,0.447,0.540,0.525
248134334,0.516,0.331,0.344,0.418,0.636
248163660,0.533,0.575,0.552,0.521,0.645
248224845,0.475,0.459,0.434,0.482,0.525
248339546,0.466,0.464,0.444,0.461,0.523
248352807,0.599,0.491,0.412,0.515,0.684
248367586,0.647,0.464,0.496,0.716,0.603
248386881,0.521,0.438,0.393,0.519,0.588
248390302,0.425,0.504,0.432,0.500,0.565
248417517,0.456,0.567,0.471,0.521,0.591
248438929,0.404,0.792,0.518,0.583,0.436
248476706,0.561,0.615,0.422,0.575,0.543
248478600,0.387,0.403,0.425,0.629,0.645
248481421,0.461,0.459,0.572,0.633,0.708
248506063,0.461,0.603,0.486,0.573,0.475
248521815,0.573,0.283,0.388,0.652,0.552
248523038,0.814,0.743,0.618,0.585,0.569
248540363,0.707,0.386,0.567,0.519,0.538
248568377,0.409,0.546,0.229,0.571,0.491
248595702,0.542,0.478,0.505,0.530,0.564
248726194,0.349,0.413,0.407,0.469,0.684
248733560,0.225,0.478,0.488,0.538,0.493
248743998,0.912,0.844,0.728,0.623,0.391
248748948,0.428,0.548,0.677,0.590,0.363
248767317,0.542,0.672,0.569,0.635,0.421
248788850,0.652,0.666,0.647,0.509,0.454
248796219,0.230,0.375,0.361,0.693,0.495
248805978,0.430,0.361,0.456,0.538,0.603
248807431,0.449,0.363,0.503,0.559,0.565
248820788,0.356,0.510,0.515,0.552,0.573
248829404,0.311,0.180,0.334,0.372,0.643
248837329,0.344,0.527,0.234,0.619,0.419
248847591,0.390,0.502,0.645,0.583,0.445
248855840,0.497,0.533,0.278,0.598,0.521
248879216,0.506,0.464,0.363,0.660,0.458
285930225,0.645,0.600,0.581,0.583,0.400
285939896,0.461,0.468,0.415,0.465,0.569
312113507,0.497,0.508,0.437,0.712,0.664
312145404,0.673,0.697,0.454,0.668,0.341
313474560,0.449,0.682,0.584,0.648,0.343
362798157,0.597,0.436,0.527,0.623,0.636
363941864,0.514,0.363,0.476,0.490,0.744
307830733,0.337,0.394,0.481,0.590,0.450
24599993,0.723,0.645,0.753,0.650,0.423
364022718,0.592,0.316,0.410,0.656,0.588
400456667,0.628,0.321,0.635,0.478,0.502
400475210,0.461,0.489,0.420,0.496,0.552
400505785,0.733,0.611,0.542,0.702,0.608
426044852,0.659,0.474,0.640,0.594,0.512
426469859,0.444,0.581,0.552,0.629,0.541
485267645,0.461,0.474,0.466,0.670,0.489
485558954,0.735,0.369,0.527,0.411,0.593
485684185,0.533,0.510,0.324,0.569,0.482
485924782,0.337,0.642,0.821,0.664,0.111
559994623,0.456,0.251,0.476,0.484,0.512
560047530,0.490,0.468,0.427,0.465,0.584
24718246,0.409,0.613,0.914,0.666,0.304
24867633,0.566,0.556,0.513,0.658,0.359
24872933,0.702,0.369,0.520,0.538,0.458
29604938,0.535,0.344,0.275,0.627,0.653
28313320,0.707,0.657,0.488,0.581,0.374
14074803,0.437,0.333,0.640,0.544,0.526
14075212,0.690,0.706,0.564,0.621,0.343
14075928,0.404,0.434,0.552,0.546,0.248
14128528,0.411,0.636,0.398,0.577,0.536
28321706,0.347,0.493,0.596,0.585,0.356
28330506,0.495,0.817,0.647,0.644,0.450
28337536,0.526,0.478,0.466,0.422,0.565
24638105,0.342,0.415,0.442,0.614,0.270
78011391,0.347,0.630,0.603,0.720,0.252
28346521,0.244,0.422,0.591,0.544,0.549
28349370,0.301,0.453,0.398,0.565,0.423
28349755,0.428,0.491,0.442,0.550,0.343
28357463,0.526,0.573,0.586,0.623,0.356
48784684,0.399,0.535,0.459,0.511,0.565
28363255,0.547,0.346,0.363,0.741,0.510
28364045,0.602,0.380,0.613,0.608,0.640
28380724,0.731,0.952,0.679,0.681,0.512
38400067,0.368,0.581,0.718,0.650,0.499
28381412,0.309,0.499,0.559,0.594,0.400
38167383,0.337,0.499,0.452,0.511,0.597
116920971,0.471,0.466,0.432,0.459,0.556
28383742,0.142,0.495,0.434,0.534,0.354
28385936,0.506,0.489,0.616,0.635,0.311
28387574,0.514,0.642,0.576,0.646,0.278
28395347,0.681,0.710,0.452,0.515,0.482
24672821,0.607,0.462,0.581,0.428,0.449
37263075,0.511,0.783,0.562,0.708,0.226
28397296,0.509,0.853,0.718,0.702,0.200
29639131,0.499,0.712,0.630,0.602,0.747
28399797,0.619,0.323,0.537,0.484,0.582
28403657,0.249,0.403,0.520,0.629,0.378
28404196,0.595,0.542,0.442,0.546,0.408
28406270,0.590,0.388,0.513,0.480,0.610
28406627,0.444,0.394,0.552,0.575,0.740
28408485,0.287,0.527,0.410,0.488,0.521
28409795,0.299,0.489,0.505,0.766,0.213
28411496,0.495,0.523,0.520,0.791,0.710
117036239,0.483,0.493,0.422,0.488,0.547
48888718,0.599,0.386,0.630,0.511,0.590
28412286,0.733,0.817,0.611,0.569,0.517
28417043,0.812,0.672,0.611,0.513,0.773
29641317,0.320,0.247,0.547,0.573,0.688
28419521,0.373,0.333,0.361,0.644,0.610
28420530,0.385,0.478,0.633,0.559,0.372
28421322,0.306,0.405,0.415,0.482,0.614
28424537,0.478,0.483,0.682,0.681,0.582
28426022,0.402,0.634,0.545,0.577,0.642
28494467,0.311,0.632,0.569,0.687,0.326
28434434,0.492,0.518,0.425,0.621,0.393
28438034,0.278,0.491,0.572,0.666,0.330
246480730,0.390,0.485,0.351,0.525,0.402
28439828,0.464,0.567,0.608,0.668,0.413
28445357,0.549,0.380,0.532,0.534,0.785
28447883,0.225,0.478,0.305,0.548,0.359
28448705,0.413,0.464,0.687,0.617,0.352
28458899,0.237,0.186,0.341,0.542,0.653
38243700,0.251,0.605,0.400,0.650,0.488
29628338,0.354,0.432,0.405,0.637,0.591
28459102,0.640,0.630,0.412,0.585,0.458
28488052,0.518,0.699,0.711,0.664,0.111
28490557,0.235,0.445,0.412,0.702,0.328
43285112,0.208,0.373,0.241,0.513,0.491
38751724,0.363,0.605,0.726,0.596,0.222
28492159,0.554,0.520,0.520,0.515,0.402
28496360,0.368,0.409,0.427,0.818,0.708
28496598,0.599,0.449,0.518,0.648,0.582
28509196,0.516,0.464,0.368,0.646,0.710
28515565,0.576,0.750,0.684,0.635,0.747
43321794,0.430,0.512,0.452,0.500,0.517
28739265,0.719,0.573,0.393,0.440,0.578
29424570,0.397,0.663,0.574,0.581,0.662
29394440,0.390,0.489,0.373,0.614,0.638
29396753,0.566,0.112,0.427,0.675,0.560
29397027,0.559,0.607,0.459,0.567,0.413
29398780,0.492,0.451,0.407,0.658,0.805
29404464,0.280,0.527,0.403,0.556,0.536
29405599,0.540,0.306,0.679,0.507,0.564
29406391,0.566,0.506,0.493,0.596,0.250
117297193,0.511,0.598,0.542,0.604,0.369
29414439,0.716,0.253,0.496,0.650,0.560
29426580,0.354,0.525,0.559,0.588,0.161
29430034,0.745,0.695,0.542,0.567,0.287
29441043,0.244,0.499,0.554,0.488,0.417
76178518,0.499,0.470,0.437,0.467,0.554
29442589,0.430,0.542,0.501,0.699,0.298
29446305,0.535,0.447,0.505,0.716,0.718
29469225,0.790,0.703,0.373,0.471,0.621
29475771,0.573,0.617,0.628,0.627,0.326
29479373,0.695,0.386,0.589,0.617,0.547
29484239,0.447,0.655,0.452,0.619,0.307
29484542,0.478,0.680,0.552,0.565,0.372
29488579,0.466,0.563,0.620,0.668,0.268
29498652,0.425,0.529,0.625,0.579,0.436
29508241,0.406,0.573,0.523,0.679,0.770
23513177,0.411,0.537,0.545,0.619,0.172
370549449,0.499,0.487,0.532,0.540,0.450
370552451,0.332,0.455,0.530,0.650,0.623
385655413,0.659,0.409,0.449,0.496,0.408
385675950,0.409,0.485,0.427,0.480,0.512
385684663,0.402,0.699,0.655,0.588,0.313
385692583,0.700,0.769,0.723,0.550,0.625
462631487,0.628,0.466,0.454,0.706,0.508
465181885,0.571,0.663,0.647,0.726,0.636
465182561,0.466,0.451,0.305,0.488,0.491
465187155,0.588,0.420,0.327,0.511,0.614
465243138,0.452,0.396,0.439,0.538,0.359
29510278,0.487,0.302,0.530,0.685,0.627
14178988,0.549,0.581,0.483,0.353,0.588
14179098,0.573,0.472,0.456,0.503,0.495
29517812,0.652,0.691,0.403,0.484,0.556
29525723,0.766,0.708,0.545,0.538,0.495
29533547,0.423,0.737,0.483,0.764,0.421
29534967,0.335,0.560,0.501,0.760,0.270
29535333,0.344,0.445,0.662,0.540,0.270
